step,transactionType,amount,initiator,oldBalInitiator,newBalInitiator,recipient,oldBalRecipient,newBalRecipient,isFraud
141,DEPOSIT,147740.16,4156998363881318,5956672.08,6104412.25,91-0008716,242267.73,242267.73,0
124,TRANSFER,20195.21,4290426602159160,2510294.49,2490099.28,4923981758310707,0.0,20195.21,0
81,PAYMENT,610.29,4081827400298022,1490276.33,1489666.04,55-0009791,201754.21,202364.5,0
74,TRANSFER,28718.15,4696954562407642,3852215.19,3823497.04,4658760680702004,56492.87,85211.03,0
46,PAYMENT,20425.84,4263490611428316,3982674.82,3962248.98,37-0004654,77157.91,97583.76,0
23,PAYMENT,566.7,4999165801347994,3146421.76,3145855.06,60-0004646,20422.1,20988.8,0
139,PAYMENT,8392.21,4343667735065827,4046448.62,4038056.41,53-0007586,173209.26,181601.47,0
37,TRANSFER,16817.74,4053529439464237,2691999.63,2675181.89,4494139464440602,17741.8,34559.54,0
21,TRANSFER,761190.78,4269245317886058,2647549.54,1886358.76,4630101091460374,828028.97,1589219.75,0
137,PAYMENT,6885.09,4552699160196401,3694495.84,3687610.75,04-0007846,220569.66,227454.75,0
131,TRANSFER,17504.18,4361038450726109,2706195.15,2688690.97,4594613372009856,52921.67,70425.85,1
84,PAYMENT,553.67,4160578257151889,2836438.87,2835885.2,50-0003336,93903.22,94456.9,0
59,PAYMENT,539.98,4819512362535699,4009306.47,4008766.49,44-0002872,137348.97,137888.95,0
133,PAYMENT,602.84,4454410837021371,4152049.25,4151446.42,11-0005465,108668.22,109271.06,0
140,WITHDRAWAL,26843.32,4145971098093149,2982854.44,2956011.12,21-0009856,188403.71,188403.71,0
69,PAYMENT,539.98,4671888308935590,2007796.39,2007256.4,87-0001085,62543.49,63083.48,0
7,TRANSFER,17190.81,4568749058213909,255028.76,237837.96,4574529392896441,0.0,17190.81,0
111,TRANSFER,40276.1,4555894354775055,23989.29,23989.29,4049354580101265,44345.25,44345.25,0
66,PAYMENT,614.26,4937561030712187,3001565.41,3000951.15,23-0001133,124746.96,125361.22,0
75,PAYMENT,501.22,4174074920317416,1710747.84,1710246.61,24-0009568,105535.57,106036.8,0
2,TRANSFER,19220.28,4323143989871330,-24250.09,-24250.09,4898488732641182,0.0,0.0,0
42,WITHDRAWAL,76472.5,4347221642123562,2835607.98,2759135.48,99-0003766,41524.83,41524.83,0
43,PAYMENT,8278.6,4188681840888310,4137911.02,4129632.42,92-0005095,92123.35,100401.95,0
138,PAYMENT,17790.42,4611986346744595,3681936.2,3664145.78,06-0003765,161650.16,179440.59,0
94,PAYMENT,592.71,4938680147764490,2764306.24,2763713.53,86-0006001,151027.3,151620.01,0
79,TRANSFER,34461.78,4049352102642501,3773149.13,3738687.35,4218439158436469,48421.39,82883.17,0
120,TRANSFER,17651.28,4329456410598841,2314433.55,2296782.27,4666282584635602,0.0,17651.28,1
84,TRANSFER,21317.16,4056939810673347,2270485.48,2249168.32,4544563032764864,37861.73,59178.9,0
41,DEPOSIT,46747.24,4138766674673150,3089335.93,3136083.17,35-0007928,27354.71,27354.71,0
48,TRANSFER,16857.65,4055471923752942,5841403.83,5824546.18,4971974381793796,0.0,16857.65,0
55,PAYMENT,1098.37,4646371400035421,3197123.23,3196024.86,43-0005621,165187.78,166286.15,0
27,PAYMENT,542.48,4058351278555495,3855834.38,3855291.9,36-0006059,60262.67,60805.15,0
141,PAYMENT,594.35,4952812206093898,-86138.79,-86733.14,59-0001577,276811.34,277405.69,0
45,TRANSFER,20593.16,4969526797868556,3559725.85,3539132.7,4164333344527261,44612.12,65205.27,0
9,TRANSFER,39983.18,4735097051303279,711520.42,671537.24,4930577634425890,0.0,39983.18,0
104,TRANSFER,16896.95,4756235286302179,2392786.4,2375889.45,4522598694156849,66546.25,83443.2,1
125,PAYMENT,502.3,4222687837925286,2160237.37,2159735.07,06-0008996,209357.5,209859.81,0
66,PAYMENT,498.68,4642043526098237,3462713.32,3462214.64,77-0009871,133160.88,133659.56,0
58,TRANSFER,17341.61,4959815895840225,2495501.1,2478159.5,4287776915567227,0.0,17341.61,0
121,PAYMENT,597.84,4159737183845005,2253439.51,2252841.67,91-0005582,202007.07,202604.91,0
133,PAYMENT,534.73,4642476951782117,1538432.01,1537897.28,20-0003699,89073.7,89608.43,0
15,PAYMENT,604.14,4788256581407457,3488265.01,3487660.87,64-0003609,4463.22,5067.35,0
94,TRANSFER,17108.16,4266324308329502,3709003.7,3691895.54,4822664431248336,51833.2,68941.36,0
109,PAYMENT,548.29,4447106963735616,2818419.12,2817870.83,63-0005004,173650.22,174198.51,0
116,TRANSFER,17741.8,4422927238615823,1970538.95,1952797.16,4544871880163133,182211.83,199953.63,0
18,DEPOSIT,139821.91,4051314514635684,3146180.42,3286002.33,59-0006816,14843.72,14843.72,0
93,DEPOSIT,197959.59,4290426602159160,2811187.41,3009146.99,60-0003567,201882.75,201882.75,0
75,TRANSFER,24711.79,4773336633011726,2658470.07,2633758.28,4818972772815324,0.0,24711.79,0
41,DEPOSIT,15318.86,4230994673237275,2903431.41,2918750.27,80-0004002,39780.25,39780.25,0
137,PAYMENT,611.81,4022819707198767,3301534.4,3300922.6,10-0000614,174522.37,175134.18,0
15,PAYMENT,1678.79,4743766600208961,4039285.09,4037606.3,59-0001908,37589.85,39268.64,0
71,TRANSFER,75419.78,4782952982241075,2972861.22,2897441.44,4710638348922501,0.0,75419.78,0
110,PAYMENT,546.89,4078977934795111,2712828.9,2712282.01,94-0001289,209599.69,210146.58,0
86,PAYMENT,1098.37,4636646146745363,1766813.42,1765715.05,34-0000592,116419.76,117518.13,0
101,TRANSFER,17972.21,4958190572338658,2869097.98,2851125.77,4681659983483406,0.0,17972.21,0
135,PAYMENT,544.9,4725366389642340,1957975.78,1957430.88,04-0003488,148378.48,148923.39,0
32,PAYMENT,609.39,4146194650808668,4283659.14,4283049.75,40-0005556,130849.57,131458.96,0
74,PAYMENT,597.27,4627680741849701,1796845.25,1796247.98,78-0005178,288178.47,288775.74,0
14,DEPOSIT,145883.0,4786690100874361,1158587.04,1304470.04,25-0004791,3910.31,3910.31,0
44,PAYMENT,10595.03,4927524531438480,5313680.32,5303085.29,94-0006754,151948.43,162543.46,0
20,WITHDRAWAL,192867.98,4282654012655036,3770181.03,3577313.04,58-0004795,107608.08,107608.08,0
82,PAYMENT,499.84,4680525801008876,2564773.74,2564273.9,12-0002532,78681.62,79181.46,0
45,DEPOSIT,94514.94,4216931503680447,2820937.11,2915452.05,53-0003001,172561.75,172561.75,0
19,PAYMENT,538.96,4562547107423768,3652075.71,3651536.75,91-0005999,6217.6,6756.56,0
137,DEPOSIT,56212.42,4454488507539435,1095835.3,1152047.71,37-0002954,173848.84,173848.84,0
100,PAYMENT,563.27,4104007878502402,3216965.06,3216401.79,11-0004537,100060.47,100623.74,0
15,DEPOSIT,94939.04,4723647790008458,2773596.1,2868535.14,60-0003115,1663.01,1663.01,0
120,WITHDRAWAL,137033.06,4337628259265605,3330976.79,3193943.73,94-0008380,199157.49,199157.49,0
84,TRANSFER,17160.96,4309736204543127,3296010.82,3278849.86,4563201999863082,20661.25,37822.22,0
43,PAYMENT,570.31,4069795400114323,3288839.54,3288269.24,61-0005826,133053.76,133624.07,0
10,DEPOSIT,182317.8,4454410837021371,3382419.6,3564737.39,59-0007038,1690.11,1690.11,0
113,PAYMENT,627.73,4580896025401663,2149296.45,2148668.73,61-0006090,144626.69,145254.42,0
130,TRANSFER,16840.63,4122220088466304,2501576.62,2484735.99,4795218125384205,0.0,16840.63,0
36,DEPOSIT,149761.64,4275322300113964,2989498.1,3139259.74,16-0009099,57359.7,57359.7,0
10,DEPOSIT,157803.67,4504271384715538,602603.17,760406.84,82-0007942,3226.83,3226.83,0
100,TRANSFER,20661.25,4476911522403356,2007406.02,1986744.77,4221134921954121,111974.65,132635.9,0
117,PAYMENT,498.01,4442175096493380,3197571.89,3197073.88,87-0001503,176689.91,177187.92,0
129,PAYMENT,603.29,4792026136363255,2898916.96,2898313.67,38-0003059,186973.09,187576.37,0
35,PAYMENT,5102.73,4935415781382728,4470346.8,4465244.07,40-0000376,72611.82,77714.56,0
46,WITHDRAWAL,91486.63,4502879330672314,4216658.06,4125171.43,81-0009154,76595.6,76595.6,0
18,PAYMENT,6068.93,4078725982027816,2954484.31,2948415.38,90-0003900-1734,8668.07,14737.0,0
94,DEPOSIT,22986.88,4656731412985607,2635964.97,2658951.85,61-0006090,136619.17,136619.17,0
137,DEPOSIT,81425.78,4545388438050513,1584716.83,1666142.61,45-0001122,179778.38,179778.38,0
12,DEPOSIT,118700.55,4325419409165174,2636716.43,2755416.97,57-0004379,5194.84,5194.84,0
142,TRANSFER,284740.31,4331324504472636,4176121.66,3891381.35,4930805001506061,546963.61,831703.92,0
61,PAYMENT,505.79,4673409347530496,3164040.48,3163534.69,38-0003584,171463.74,171969.53,0
125,PAYMENT,577.89,4375480321915434,2391662.43,2391084.54,16-0001850,165271.93,165849.81,0
120,DEPOSIT,264758.51,4654047633050507,3819046.44,4083804.94,46-0004779,105517.34,105517.34,0
11,DEPOSIT,164222.17,4210494924544748,1298599.66,1462821.83,38-0009432,5288.83,5288.83,0
83,PAYMENT,589.88,4872523229781552,3777000.31,3776410.43,21-0005065,158075.57,158665.45,0
10,DEPOSIT,121126.42,4901972464657966,1611780.48,1732906.9,51-0005849,4484.57,4484.57,0
59,TRANSFER,39299.71,4224110633778229,2166977.85,2127678.15,4573992443720120,0.0,39299.71,0
43,PAYMENT,597.9,4126457899531449,4451665.89,4451067.99,35-0003967,73583.78,74181.69,0
82,PAYMENT,549.26,4756137381775319,2552873.28,2552324.02,37-0004271,135993.26,136542.52,0
120,TRANSFER,25846.34,4836928234603342,2901787.35,2875941.01,4128511908574283,39610.37,65456.71,0
115,TRANSFER,20314.0,4189447768534735,1505601.8,1485287.79,4921875322267793,149926.08,170240.09,0
18,DEPOSIT,128623.45,4161605674106540,3482642.29,3611265.74,43-0004187,11406.28,11406.28,0
124,PAYMENT,609.39,4225206284516733,1852680.33,1852070.94,43-0009686,139238.86,139848.25,0
125,TRANSFER,16919.78,4474837847182452,3155159.35,3138239.57,4346656006871861,0.0,16919.78,0
82,TRANSFER,25527.25,4982097131218901,2641619.98,2616092.73,4180262040505927,42869.55,68396.8,0
50,TRANSFER,23650.24,4878673847282824,2926440.34,2902790.1,4887550499352783,68662.57,92312.82,0
20,DEPOSIT,35551.28,4647832020579386,2713685.29,2749236.57,56-0001474,55704.01,55704.01,0
12,DEPOSIT,177686.9,4786690100874361,645728.53,823415.43,14-0005358,3904.34,3904.34,0
102,TRANSFER,24711.79,4568679024339639,5220972.25,5196260.46,4842627887501025,0.0,24711.79,1
30,PAYMENT,576.48,4927524531438480,4069428.87,4068852.39,84-0004228,79299.65,79876.12,0
118,PAYMENT,561.12,4428598421846527,1660183.3,1659622.17,91-0002340,151934.86,152495.98,0
97,PAYMENT,555.96,4888900710760091,2283203.91,2282647.95,30-0007200,135269.68,135825.64,0
130,TRANSFER,39339.44,4078880765116771,-149186.96,-149186.96,4352517382503984,64797.83,64797.83,0
17,TRANSFER,73670.12,4180273637872398,3204730.84,3131060.71,4169899652279252,67201.02,140871.15,0
137,TRANSFER,74073.0,4086549041423448,677346.98,603273.98,4819265472235748,35626.16,109699.16,0
104,TRANSFER,28135.88,4636053872005254,3263152.85,3235016.97,4754536197609434,146936.74,175072.61,0
132,TRANSFER,16896.95,4014549316784216,2399150.11,2382253.16,4395364742441046,0.0,16896.95,0
141,PAYMENT,619.38,4240781244422769,3677738.46,3677119.08,33-0006562,159404.9,160024.27,0
24,PAYMENT,535.87,4162493920260687,3094646.22,3094110.36,77-0000714,43640.91,44176.78,0
59,PAYMENT,627.73,4151101394894757,4272758.48,4272130.75,00-0000522,125002.22,125629.95,0
19,PAYMENT,600.68,4700373790163121,2281254.16,2280653.48,38-0006050,24999.07,25599.76,0
94,TRANSFER,17160.96,4885476465196461,3165005.65,3147844.69,4863246216280906,221252.98,238413.95,0
51,TRANSFER,17443.62,4477054341173683,1856555.86,1839112.24,4095445580198088,44418.37,61861.99,0
42,TRANSFER,51260.49,4653230584785120,2855014.18,2803753.69,4876796695678421,87351.75,138612.24,1
14,DEPOSIT,133438.47,4477054341173683,2278294.87,2411733.35,95-0002921,5945.51,5945.51,0
119,DEPOSIT,273858.03,4182906849153366,3228685.18,3502543.21,40-0000896,275627.94,275627.94,0
120,DEPOSIT,95227.52,4997843727488595,1972007.45,2067234.97,78-0001642,101186.75,101186.75,0
109,PAYMENT,545.27,4048078643252663,1520121.9,1519576.63,64-0003018,260663.15,261208.42,0
41,TRANSFER,73264.93,4021604445752963,4535307.31,4462042.38,4930812457733033,0.0,73264.93,0
65,PAYMENT,553.88,4461879770350800,2961615.43,2961061.55,24-0003209,107520.31,108074.18,0
38,DEPOSIT,96539.43,4704874393612238,4123305.16,4219844.6,74-0007975,48089.34,48089.34,0
32,TRANSFER,75608.81,4537354112951350,3114924.8,3039315.99,4683629509398790,232159.69,307768.5,0
13,DEPOSIT,187048.37,4865223354214201,3368413.51,3555461.88,25-0006268,18463.64,18463.64,0
51,TRANSFER,17572.83,4339605210604328,2245954.75,2228381.93,4759442283991734,16825.05,34397.87,0
142,PAYMENT,3087.3,4107934324821945,3545443.95,3542356.65,25-0000329,155617.01,158704.31,0
114,PAYMENT,575.31,4389087907689624,419772.83,419197.52,68-0001498,171358.14,171933.45,0
44,PAYMENT,534.73,4868943764814418,2945582.97,2945048.24,59-0008164,48151.0,48685.73,0
85,TRANSFER,16825.05,4032597030633621,1511020.63,1494195.58,4248009265479993,267405.05,284230.1,1
55,TRANSFER,80806.91,4953240222247232,3411620.09,3330813.18,4458744572307660,16945.23,97752.14,1
14,TRANSFER,16973.75,4865223354214201,3228129.21,3211155.46,4240289290948364,19718.38,36692.13,0
20,PAYMENT,686.48,4558622003358032,2605142.12,2604455.64,10-0002983,105151.6,105838.08,0
121,TRANSFER,76890.73,4582368911772969,-157648.54,-157648.54,4534323480566051,160974.46,160974.46,0
11,DEPOSIT,23938.64,4814697141943192,3365141.92,3389080.56,93-0003038,6262.54,6262.54,0
139,DEPOSIT,113604.6,4156932870234117,2303864.71,2417469.31,55-0006831,284613.13,284613.13,0
125,PAYMENT,496.12,4119136891890446,2705516.52,2705020.4,60-0008711,115689.23,116185.35,0
37,WITHDRAWAL,229400.12,4704074982523140,6049559.87,5820159.75,93-0003038,93590.86,93590.86,0
4,TRANSFER,16840.63,4737029079696788,49640.14,32799.52,4223108177786005,27310.9,44151.53,0
117,PAYMENT,596.98,4190226585548863,1248577.55,1247980.57,21-0006771,208219.49,208816.46,0
47,PAYMENT,545.85,4790092918847255,2366877.12,2366331.26,64-0001072,75040.31,75586.16,0
47,WITHDRAWAL,163247.18,4872815246421943,4754288.02,4591040.84,87-0006364,168968.63,168968.63,0
125,PAYMENT,557.98,4233259458235838,3449052.43,3448494.45,51-0008673,145083.56,145641.54,0
90,TRANSFER,18828.03,4772617869361187,1962418.63,1943590.6,4410278638437234,0.0,18828.03,0
46,TRANSFER,20784.24,4554727459115184,3327414.39,3306630.16,4972709129064715,17443.62,38227.85,1
63,TRANSFER,39771.07,4476413476503026,2443217.94,2403446.87,4627490537923631,17062.9,56833.97,0
42,PAYMENT,1572.67,4160117663246502,3286061.7,3284489.03,57-0008668,80930.12,82502.79,0
13,DEPOSIT,174018.86,4596875865102591,2906574.55,3080593.41,63-0008139,10946.02,10946.02,0
121,TRANSFER,19690.33,4058215082171635,1482229.72,1462539.39,4298709629371989,0.0,19690.33,0
138,TRANSFER,32949.05,4097569767498645,2998563.09,2965614.04,4250129770557961,78210.25,111159.3,0
86,PAYMENT,602.25,4818191507270420,2272887.25,2272285.0,77-0007177,58740.02,59342.27,0
76,TRANSFER,73538.57,4815891741610587,267180.94,193642.37,4741403126138066,76935.61,150474.17,0
104,PAYMENT,560.47,4340946279570555,2958834.36,2958273.88,02-0005399,218323.8,218884.27,0
101,PAYMENT,598.97,4645737037054939,1041672.18,1041073.2,11-0009661,168659.51,169258.48,0
101,PAYMENT,667.43,4077631595251895,728792.32,728124.9,11-0002329,128623.74,129291.17,0
37,PAYMENT,534.73,4464311073440705,2788719.61,2788184.88,68-0002464,113391.59,113926.32,0
17,PAYMENT,544.03,4732710367383941,2947757.68,2947213.65,67-0001269,7824.27,8368.3,0
136,PAYMENT,667.43,4995765754733613,3924906.9,3924239.48,86-0006827,261625.5,262292.93,0
21,PAYMENT,642.4,4196962832430455,2518487.94,2517845.54,20-0008693,67919.48,68561.87,0
138,WITHDRAWAL,50032.98,4379152370404505,3782085.35,3732052.37,23-0005936,296691.9,296691.9,0
28,TRANSFER,17341.61,4782050749965142,3308367.82,3291026.22,4073920112939361,0.0,17341.61,0
61,TRANSFER,39339.44,4226405999935035,2196464.98,2157125.54,4643322454838791,0.0,39339.44,0
14,DEPOSIT,124924.65,4151101394894757,4002041.04,4126965.69,43-0000440,18498.03,18498.03,0
54,PAYMENT,609.39,4607712607089082,2818539.33,2817929.95,76-0003083,111396.57,112005.96,0
11,DEPOSIT,206429.52,4151101394894757,3958822.38,4165251.9,26-0002485,11176.04,11176.04,0
140,DEPOSIT,243105.96,4062037040518887,2827429.53,3070535.49,73-0007460,85294.71,85294.71,0
142,PAYMENT,7520.61,4568679024339639,5188836.21,5181315.6,78-0009069,117134.37,124654.98,0
52,PAYMENT,544.03,4004880343149707,4688238.59,4687694.56,66-0000285,141753.99,142298.03,0
44,TRANSFER,997685.35,4373130181969318,3005535.58,2007850.23,4594223617114774,4037859.42,5035544.78,0
61,TRANSFER,17741.8,4012324321596134,1470064.14,1452322.35,4669173937363231,43751.24,61493.04,0
139,WITHDRAWAL,81406.99,4030421064315835,4516831.77,4435424.78,48-0007200,221710.57,221710.57,0
142,TRANSFER,23022.54,4946125925355871,2708996.69,2685974.15,4968325107449541,57540.29,80562.83,0
39,TRANSFER,18305.03,4691726788725725,2733147.17,2714842.14,4051217687948877,60546.5,78851.53,1
45,PAYMENT,544.03,4572518779381822,3234299.75,3233755.72,45-0008749,137277.52,137821.55,0
85,PAYMENT,614.26,4401597388521181,3691839.73,3691225.47,60-0001317,197847.54,198461.8,0
120,TRANSFER,20384.54,4160573034140008,2822305.12,2801920.58,4887055308791064,58299.3,78683.84,0
135,WITHDRAWAL,149496.75,4024576941786504,3384912.58,3235415.83,25-0005553,355039.47,355039.47,0
87,TRANSFER,16804.02,4718427912562808,2602162.55,2585358.53,4213624488612310,17298.25,34102.27,1
76,TRANSFER,25846.34,4544026301878526,1831505.67,1805659.33,4303110278138808,0.0,25846.34,1
27,PAYMENT,537.64,4881030003134668,3043187.2,3042649.56,92-0004818,51758.03,52295.66,0
48,PAYMENT,610.54,4944758508662693,3585171.82,3584561.28,59-0008593,135451.19,136061.73,0
81,PAYMENT,515.91,4918518481615403,1709117.32,1708601.41,52-0009411,142587.37,143103.28,0
49,PAYMENT,497.4,4359891465351840,3293282.03,3292784.63,91-0009864,131644.06,132141.46,0
133,TRANSFER,43937.56,4879310898220366,3949.91,3949.91,4480302857476932,17341.61,17341.61,1
28,TRANSFER,18305.03,4720150366217077,3938146.54,3919841.51,4977094743303020,19923.35,38228.38,1
43,WITHDRAWAL,206290.53,4018166011524742,3933174.33,3726883.8,61-0000456,169144.9,169144.9,0
111,PAYMENT,597.58,4720150366217077,2816526.7,2815929.12,62-0005447,251006.61,251604.19,0
11,DEPOSIT,210700.38,4153344009516062,1142779.47,1353479.85,14-0008933,2309.52,2309.52,0
15,TRANSFER,16989.35,4459187747015249,1700577.99,1683588.64,4569852494512410,0.0,16989.35,1
133,PAYMENT,538.05,4076260956475884,2490606.17,2490068.12,24-0001620,153339.25,153877.3,0
141,TRANSFER,826964.24,4002874312578568,4142745.27,3315781.03,4512494950842714,3632847.26,4459811.5,0
114,TRANSFER,21966.03,4160578257151889,2065791.9,2043825.87,4679616545488160,19602.52,41568.56,1
140,DEPOSIT,95007.96,4341921240614443,1808173.79,1903181.75,72-0001215,194636.77,194636.77,0
15,DEPOSIT,358188.76,4520298683290459,3513610.87,3871799.63,57-0007436,23041.78,23041.78,0
97,TRANSFER,16810.74,4188359274708367,1677420.39,1660609.65,4551582706140995,39403.11,56213.85,1
79,PAYMENT,561.12,4704074982523140,3699581.65,3699020.53,38-0004949,144259.98,144821.1,0
47,DEPOSIT,337419.3,4781408024731921,3663356.67,4000775.97,34-0005124,87236.76,87236.76,0
141,WITHDRAWAL,214136.39,4918812373908509,13938.83,13938.83,34-0008343,292382.61,292382.61,0
43,TRANSFER,686539.2,4732123507126859,3967275.82,3280736.62,4695781612262037,3883745.17,4570284.37,0
140,PAYMENT,550.64,4852163337910746,2254273.27,2253722.63,35-0002993,308329.21,308879.85,0
74,TRANSFER,17062.9,4393445117088074,2846980.61,2829917.71,4177863271561375,52243.14,69306.04,1
37,DEPOSIT,16772.98,4940131142444833,2074652.67,2091425.66,98-0009758,58936.68,58936.68,0
90,PAYMENT,778.66,4843317211045225,2464166.19,2463387.53,34-0001459,69424.72,70203.38,0
39,TRANSFER,19611.79,4710014003304312,3362442.76,3342830.96,4595590278335131,64454.78,84066.57,0
139,DEPOSIT,86341.53,4293807081568202,2104055.1,2190396.63,51-0003506,229179.47,229179.47,0
75,PAYMENT,627.73,4125308985171445,2801454.85,2800827.12,54-0003906,95525.79,96153.52,0
39,WITHDRAWAL,132054.19,4975421473782028,4024898.21,3892844.02,46-0008640,27548.09,27548.09,0
122,TRANSFER,17341.61,4953454037985098,3299351.83,3282010.22,4143670200157527,267055.5,284397.11,0
51,PAYMENT,540.54,4789851885429964,2747863.99,2747323.45,16-0002691,156710.02,157250.56,0
